run_id,N_address_qubits,seed,optimized_circuit_size,optimized_circuit_depth,optimized_circuit_gates,initialize_gate_size,initialize_gate_depth,initialize_gate_gates
1,2,0,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
1,3,0,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
1,4,0,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
1,5,0,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
1,6,0,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
1,7,0,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
1,8,0,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",1094,1058,"OrderedDict({'rz': 496, 'sx': 343, 'cx': 247, 'reset': 8})"
1,9,0,164607,145005,"OrderedDict({'rz': 78079, 'cx': 61440, 'sx': 24586, 'x': 502})",2052,2010,"OrderedDict({'rz': 910, 'sx': 630, 'cx': 502, 'reset': 9, 'x': 1})"
1,10,0,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",3949,3903,"OrderedDict({'rz': 1737, 'sx': 1188, 'cx': 1013, 'reset': 10, 'x': 1})"
2,2,1,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
2,3,1,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
2,4,1,994,709,"OrderedDict({'rz': 459, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
2,5,1,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
2,6,1,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
2,7,1,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
2,8,1,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",1144,1108,"OrderedDict({'rz': 524, 'sx': 365, 'cx': 247, 'reset': 8})"
2,9,1,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",1956,1916,"OrderedDict({'rz': 858, 'sx': 587, 'cx': 502, 'reset': 9})"
2,10,1,374055,324721,"OrderedDict({'rz': 176421, 'cx': 139264, 'sx': 57355, 'x': 1015})",4081,4035,"OrderedDict({'rz': 1814, 'sx': 1244, 'cx': 1013, 'reset': 10})"
3,2,2,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
3,3,2,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
3,4,2,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
3,5,2,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
3,6,2,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",233,208,"OrderedDict({'rz': 95, 'sx': 74, 'cx': 57, 'reset': 6, 'x': 1})"
3,7,2,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
3,8,2,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",954,919,"OrderedDict({'rz': 411, 'sx': 288, 'cx': 247, 'reset': 8})"
3,9,2,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",2019,1979,"OrderedDict({'rz': 893, 'sx': 614, 'cx': 502, 'reset': 9, 'x': 1})"
3,10,2,374053,324721,"OrderedDict({'rz': 176419, 'cx': 139264, 'sx': 57355, 'x': 1015})",4313,4267,"OrderedDict({'rz': 1946, 'sx': 1343, 'cx': 1013, 'reset': 10, 'x': 1})"
4,2,3,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
4,3,3,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
4,4,3,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
4,5,3,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
4,6,3,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
4,7,3,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
4,8,3,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",928,893,"OrderedDict({'rz': 393, 'sx': 279, 'cx': 247, 'reset': 8, 'x': 1})"
4,9,3,164613,145005,"OrderedDict({'rz': 78085, 'cx': 61440, 'sx': 24586, 'x': 502})",2131,2090,"OrderedDict({'rz': 963, 'sx': 657, 'cx': 502, 'reset': 9})"
4,10,3,374045,324721,"OrderedDict({'rz': 176411, 'cx': 139264, 'sx': 57355, 'x': 1015})",3858,3813,"OrderedDict({'rz': 1682, 'sx': 1150, 'cx': 1013, 'reset': 10, 'x': 3})"
5,2,4,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
5,3,4,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
5,4,4,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
5,5,4,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
5,6,4,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",231,206,"OrderedDict({'rz': 94, 'sx': 74, 'cx': 57, 'reset': 6})"
5,7,4,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",459,429,"OrderedDict({'rz': 191, 'sx': 140, 'cx': 120, 'reset': 7, 'x': 1})"
5,8,4,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",930,894,"OrderedDict({'rz': 398, 'sx': 277, 'cx': 247, 'reset': 8})"
5,9,4,164609,145005,"OrderedDict({'rz': 78081, 'cx': 61440, 'sx': 24586, 'x': 502})",1851,1811,"OrderedDict({'rz': 779, 'sx': 561, 'cx': 502, 'reset': 9})"
5,10,4,374049,324721,"OrderedDict({'rz': 176415, 'cx': 139264, 'sx': 57355, 'x': 1015})",3906,3860,"OrderedDict({'rz': 1708, 'sx': 1175, 'cx': 1013, 'reset': 10})"
6,2,5,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
6,3,5,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
6,4,5,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
6,5,5,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
6,6,5,6552,4942,"OrderedDict({'rz': 3149, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
6,7,5,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
6,8,5,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",904,869,"OrderedDict({'rz': 379, 'sx': 270, 'cx': 247, 'reset': 8})"
6,9,5,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1850,1810,"OrderedDict({'rz': 793, 'sx': 545, 'cx': 502, 'reset': 9, 'x': 1})"
6,10,5,374061,324721,"OrderedDict({'rz': 176427, 'cx': 139264, 'sx': 57355, 'x': 1015})",4282,4236,"OrderedDict({'rz': 1933, 'sx': 1322, 'cx': 1013, 'reset': 10, 'x': 4})"
7,2,6,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
7,3,6,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
7,4,6,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
7,5,6,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
7,6,6,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",253,227,"OrderedDict({'rz': 109, 'sx': 81, 'cx': 57, 'reset': 6})"
7,7,6,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",499,468,"OrderedDict({'rz': 216, 'sx': 156, 'cx': 120, 'reset': 7})"
7,8,6,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",994,959,"OrderedDict({'rz': 436, 'sx': 303, 'cx': 247, 'reset': 8})"
7,9,6,164613,145005,"OrderedDict({'rz': 78085, 'cx': 61440, 'sx': 24586, 'x': 502})",1852,1812,"OrderedDict({'rz': 794, 'sx': 546, 'cx': 502, 'reset': 9, 'x': 1})"
7,10,6,374027,324718,"OrderedDict({'rz': 176401, 'cx': 139264, 'sx': 57347, 'x': 1015})",3983,3938,"OrderedDict({'rz': 1761, 'sx': 1198, 'cx': 1013, 'reset': 10, 'x': 1})"
8,2,7,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
8,3,7,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
8,4,7,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
8,5,7,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
8,6,7,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
8,7,7,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",447,417,"OrderedDict({'rz': 180, 'sx': 140, 'cx': 120, 'reset': 7})"
8,8,7,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",903,868,"OrderedDict({'rz': 378, 'sx': 270, 'cx': 247, 'reset': 8})"
8,9,7,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",1808,1768,"OrderedDict({'rz': 769, 'sx': 528, 'cx': 502, 'reset': 9})"
8,10,7,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",5525,5477,"OrderedDict({'rz': 2688, 'sx': 1813, 'cx': 1013, 'reset': 10, 'x': 1})"
9,2,8,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
9,3,8,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
9,4,8,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
9,5,8,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
9,6,8,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
9,7,8,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",499,468,"OrderedDict({'rz': 217, 'sx': 155, 'cx': 120, 'reset': 7})"
9,8,8,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",912,877,"OrderedDict({'rz': 387, 'sx': 270, 'cx': 247, 'reset': 8})"
9,9,8,164625,145005,"OrderedDict({'rz': 78097, 'cx': 61440, 'sx': 24586, 'x': 502})",1970,1929,"OrderedDict({'rz': 865, 'sx': 594, 'cx': 502, 'reset': 9})"
9,10,8,374055,324721,"OrderedDict({'rz': 176421, 'cx': 139264, 'sx': 57355, 'x': 1015})",4210,4164,"OrderedDict({'rz': 1887, 'sx': 1296, 'cx': 1013, 'reset': 10, 'x': 4})"
10,2,9,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
10,3,9,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
10,4,9,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
10,5,9,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
10,6,9,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
10,7,9,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
10,8,9,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",898,862,"OrderedDict({'rz': 358, 'sx': 285, 'cx': 247, 'reset': 8})"
10,9,9,164611,145005,"OrderedDict({'rz': 78083, 'cx': 61440, 'sx': 24586, 'x': 502})",1959,1920,"OrderedDict({'rz': 858, 'sx': 589, 'cx': 502, 'reset': 9, 'x': 1})"
10,10,9,374021,324718,"OrderedDict({'rz': 176395, 'cx': 139264, 'sx': 57347, 'x': 1015})",3825,3780,"OrderedDict({'rz': 1660, 'sx': 1142, 'cx': 1013, 'reset': 10})"
11,2,10,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
11,3,10,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
11,4,10,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
11,5,10,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",114,95,"OrderedDict({'rz': 45, 'sx': 38, 'cx': 26, 'reset': 5})"
11,6,10,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",233,208,"OrderedDict({'rz': 96, 'sx': 74, 'cx': 57, 'reset': 6})"
11,7,10,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",479,448,"OrderedDict({'rz': 205, 'sx': 147, 'cx': 120, 'reset': 7})"
11,8,10,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",934,899,"OrderedDict({'rz': 400, 'sx': 279, 'cx': 247, 'reset': 8})"
11,9,10,164613,145005,"OrderedDict({'rz': 78085, 'cx': 61440, 'sx': 24586, 'x': 502})",1960,1919,"OrderedDict({'rz': 858, 'sx': 591, 'cx': 502, 'reset': 9})"
11,10,10,374057,324721,"OrderedDict({'rz': 176423, 'cx': 139264, 'sx': 57355, 'x': 1015})",4884,4838,"OrderedDict({'rz': 2288, 'sx': 1570, 'cx': 1013, 'reset': 10, 'x': 3})"
12,2,11,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
12,3,11,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
12,4,11,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
12,5,11,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
12,6,11,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
12,7,11,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",479,448,"OrderedDict({'rz': 205, 'sx': 147, 'cx': 120, 'reset': 7})"
12,8,11,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",912,877,"OrderedDict({'rz': 387, 'sx': 270, 'cx': 247, 'reset': 8})"
12,9,11,164611,145005,"OrderedDict({'rz': 78083, 'cx': 61440, 'sx': 24586, 'x': 502})",1872,1832,"OrderedDict({'rz': 807, 'sx': 554, 'cx': 502, 'reset': 9})"
12,10,11,374037,324721,"OrderedDict({'rz': 176403, 'cx': 139264, 'sx': 57355, 'x': 1015})",4084,4039,"OrderedDict({'rz': 1823, 'sx': 1238, 'cx': 1013, 'reset': 10})"
13,2,12,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
13,3,12,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
13,4,12,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
13,5,12,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",138,117,"OrderedDict({'rz': 60, 'sx': 47, 'cx': 26, 'reset': 5})"
13,6,12,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
13,7,12,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",459,429,"OrderedDict({'rz': 192, 'sx': 140, 'cx': 120, 'reset': 7})"
13,8,12,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",1087,1051,"OrderedDict({'rz': 489, 'sx': 343, 'cx': 247, 'reset': 8})"
