run_id,N_address_qubits,seed,optimized_circuit_size,optimized_circuit_depth,optimized_circuit_gates,initialize_gate_size,initialize_gate_depth,initialize_gate_gates
26,6,25,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",233,208,"OrderedDict({'rz': 96, 'sx': 74, 'cx': 57, 'reset': 6})"
26,7,25,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
26,8,25,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",912,877,"OrderedDict({'rz': 387, 'sx': 270, 'cx': 247, 'reset': 8})"
26,9,25,164613,145005,"OrderedDict({'rz': 78085, 'cx': 61440, 'sx': 24586, 'x': 502})",1842,1802,"OrderedDict({'rz': 784, 'sx': 545, 'cx': 502, 'reset': 9, 'x': 2})"
26,10,25,374045,324721,"OrderedDict({'rz': 176411, 'cx': 139264, 'sx': 57355, 'x': 1015})",4358,4312,"OrderedDict({'rz': 1976, 'sx': 1351, 'cx': 1013, 'reset': 10, 'x': 8})"
27,2,26,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
27,3,26,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
27,4,26,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
27,5,26,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
27,6,26,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
27,7,26,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
27,8,26,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",990,954,"OrderedDict({'rz': 434, 'sx': 301, 'cx': 247, 'reset': 8})"
27,9,26,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1914,1874,"OrderedDict({'rz': 825, 'sx': 578, 'cx': 502, 'reset': 9})"
27,10,26,374055,324721,"OrderedDict({'rz': 176421, 'cx': 139264, 'sx': 57355, 'x': 1015})",4391,4344,"OrderedDict({'rz': 2009, 'sx': 1357, 'cx': 1013, 'reset': 10, 'x': 2})"
28,2,27,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
28,3,27,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
28,4,27,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
28,5,27,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
28,6,27,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
28,7,27,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
28,8,27,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",992,956,"OrderedDict({'rz': 435, 'sx': 302, 'cx': 247, 'reset': 8})"
28,9,27,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",1852,1812,"OrderedDict({'rz': 796, 'sx': 545, 'cx': 502, 'reset': 9})"
28,10,27,374051,324721,"OrderedDict({'rz': 176417, 'cx': 139264, 'sx': 57355, 'x': 1015})",4086,4040,"OrderedDict({'rz': 1811, 'sx': 1245, 'cx': 1013, 'reset': 10, 'x': 7})"
29,2,28,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
29,3,28,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
29,4,28,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
29,5,28,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
29,6,28,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
29,7,28,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
29,8,28,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",910,875,"OrderedDict({'rz': 385, 'sx': 270, 'cx': 247, 'reset': 8})"
29,9,28,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2277,2235,"OrderedDict({'rz': 1044, 'sx': 719, 'cx': 502, 'reset': 9, 'x': 3})"
29,10,28,374057,324721,"OrderedDict({'rz': 176423, 'cx': 139264, 'sx': 57355, 'x': 1015})",4041,3995,"OrderedDict({'rz': 1789, 'sx': 1225, 'cx': 1013, 'reset': 10, 'x': 4})"
30,2,29,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
30,3,29,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
30,4,29,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
30,5,29,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
30,6,29,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
30,7,29,25646,22930,"OrderedDict({'rz': 12193, 'cx': 10240, 'sx': 3080, 'x': 133})",499,468,"OrderedDict({'rz': 217, 'sx': 155, 'cx': 120, 'reset': 7})"
30,8,29,70997,58649,"OrderedDict({'rz': 33871, 'cx': 26624, 'sx': 10249, 'x': 253})",902,867,"OrderedDict({'rz': 377, 'sx': 270, 'cx': 247, 'reset': 8})"
30,9,29,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",2170,2128,"OrderedDict({'rz': 985, 'sx': 674, 'cx': 502, 'reset': 9})"
30,10,29,374043,324718,"OrderedDict({'rz': 176417, 'cx': 139264, 'sx': 57347, 'x': 1015})",4531,4482,"OrderedDict({'rz': 2095, 'sx': 1413, 'cx': 1013, 'reset': 10})"
31,2,30,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
31,3,30,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
31,4,30,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
31,5,30,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
31,6,30,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
31,7,30,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
31,8,30,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",990,954,"OrderedDict({'rz': 434, 'sx': 301, 'cx': 247, 'reset': 8})"
31,9,30,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",1834,1793,"OrderedDict({'rz': 778, 'sx': 544, 'cx': 502, 'reset': 9, 'x': 1})"
31,10,30,374033,324721,"OrderedDict({'rz': 176399, 'cx': 139264, 'sx': 57355, 'x': 1015})",4979,4932,"OrderedDict({'rz': 2358, 'sx': 1597, 'cx': 1013, 'reset': 10, 'x': 1})"
32,2,31,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
32,3,31,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
32,4,31,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
32,5,31,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
32,6,31,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",234,209,"OrderedDict({'rz': 97, 'sx': 74, 'cx': 57, 'reset': 6})"
32,7,31,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",459,429,"OrderedDict({'rz': 192, 'sx': 140, 'cx': 120, 'reset': 7})"
32,8,31,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",910,875,"OrderedDict({'rz': 385, 'sx': 270, 'cx': 247, 'reset': 8})"
32,9,31,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2025,1983,"OrderedDict({'rz': 899, 'sx': 615, 'cx': 502, 'reset': 9})"
32,10,31,374039,324721,"OrderedDict({'rz': 176405, 'cx': 139264, 'sx': 57355, 'x': 1015})",4608,4560,"OrderedDict({'rz': 2129, 'sx': 1453, 'cx': 1013, 'reset': 10, 'x': 3})"
33,2,32,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
33,3,32,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
33,4,32,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
33,5,32,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
33,6,32,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
33,7,32,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
33,8,32,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",1062,1026,"OrderedDict({'rz': 473, 'sx': 334, 'cx': 247, 'reset': 8})"
33,9,32,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2041,2000,"OrderedDict({'rz': 901, 'sx': 626, 'cx': 502, 'reset': 9, 'x': 3})"
33,10,32,374049,324721,"OrderedDict({'rz': 176415, 'cx': 139264, 'sx': 57355, 'x': 1015})",4288,4241,"OrderedDict({'rz': 1945, 'sx': 1320, 'cx': 1013, 'reset': 10})"
34,2,33,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
34,3,33,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
34,4,33,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
34,5,33,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
34,6,33,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
34,7,33,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
34,8,33,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",970,935,"OrderedDict({'rz': 418, 'sx': 294, 'cx': 247, 'reset': 8, 'x': 3})"
34,9,33,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1796,1756,"OrderedDict({'rz': 756, 'sx': 528, 'cx': 502, 'reset': 9, 'x': 1})"
34,10,33,374041,324721,"OrderedDict({'rz': 176407, 'cx': 139264, 'sx': 57355, 'x': 1015})",3969,3924,"OrderedDict({'rz': 1754, 'sx': 1189, 'cx': 1013, 'reset': 10, 'x': 3})"
35,2,34,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
35,3,34,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
35,4,34,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
35,5,34,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",118,98,"OrderedDict({'rz': 47, 'sx': 40, 'cx': 26, 'reset': 5})"
35,6,34,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
35,7,34,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
35,8,34,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",930,895,"OrderedDict({'rz': 396, 'sx': 279, 'cx': 247, 'reset': 8})"
35,9,34,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1874,1834,"OrderedDict({'rz': 808, 'sx': 555, 'cx': 502, 'reset': 9})"
35,10,34,374051,324721,"OrderedDict({'rz': 176417, 'cx': 139264, 'sx': 57355, 'x': 1015})",4619,4572,"OrderedDict({'rz': 2126, 'sx': 1470, 'cx': 1013, 'reset': 10})"
36,2,35,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
36,3,35,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
36,4,35,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
36,5,35,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",115,95,"OrderedDict({'rz': 44, 'sx': 40, 'cx': 26, 'reset': 5})"
36,6,35,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",273,247,"OrderedDict({'rz': 121, 'sx': 89, 'cx': 57, 'reset': 6})"
36,7,35,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
36,8,35,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",908,873,"OrderedDict({'rz': 383, 'sx': 270, 'cx': 247, 'reset': 8})"
36,9,35,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",1802,1762,"OrderedDict({'rz': 759, 'sx': 528, 'cx': 502, 'reset': 9, 'x': 4})"
36,10,35,374043,324721,"OrderedDict({'rz': 176409, 'cx': 139264, 'sx': 57355, 'x': 1015})",4185,4138,"OrderedDict({'rz': 1868, 'sx': 1294, 'cx': 1013, 'reset': 10})"
37,2,36,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
37,3,36,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
37,4,36,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
37,5,36,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
37,6,36,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
37,7,36,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
37,8,36,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",904,869,"OrderedDict({'rz': 379, 'sx': 270, 'cx': 247, 'reset': 8})"
37,9,36,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",1776,1736,"OrderedDict({'rz': 737, 'sx': 528, 'cx': 502, 'reset': 9})"
37,10,36,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",4881,4833,"OrderedDict({'rz': 2287, 'sx': 1569, 'cx': 1013, 'reset': 10, 'x': 2})"
38,2,37,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
38,3,37,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
38,4,37,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
38,5,37,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
38,6,37,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
38,7,37,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
38,8,37,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",1150,1113,"OrderedDict({'rz': 530, 'sx': 365, 'cx': 247, 'reset': 8})"
38,9,37,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",2006,1965,"OrderedDict({'rz': 886, 'sx': 609, 'cx': 502, 'reset': 9})"
38,10,37,374043,324721,"OrderedDict({'rz': 176409, 'cx': 139264, 'sx': 57355, 'x': 1015})",4692,4645,"OrderedDict({'rz': 2189, 'sx': 1479, 'cx': 1013, 'reset': 10, 'x': 1})"
39,2,38,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
39,3,38,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
