run_id,N_address_qubits,seed,optimized_circuit_size,optimized_circuit_depth,optimized_circuit_gates,initialize_gate_size,initialize_gate_depth,initialize_gate_gates
39,4,38,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
39,5,38,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
39,6,38,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
39,7,38,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",490,460,"OrderedDict({'rz': 210, 'sx': 153, 'cx': 120, 'reset': 7})"
39,8,38,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",921,886,"OrderedDict({'rz': 387, 'sx': 279, 'cx': 247, 'reset': 8})"
39,9,38,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2098,2058,"OrderedDict({'rz': 941, 'sx': 646, 'cx': 502, 'reset': 9})"
39,10,38,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",3937,3891,"OrderedDict({'rz': 1722, 'sx': 1187, 'cx': 1013, 'reset': 10, 'x': 5})"
40,2,39,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
40,3,39,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
40,4,39,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
40,5,39,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
40,6,39,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
40,7,39,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
40,8,39,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",1036,1001,"OrderedDict({'rz': 461, 'sx': 320, 'cx': 247, 'reset': 8})"
40,9,39,164611,145005,"OrderedDict({'rz': 78083, 'cx': 61440, 'sx': 24586, 'x': 502})",2323,2282,"OrderedDict({'rz': 1066, 'sx': 744, 'cx': 502, 'reset': 9, 'x': 2})"
40,10,39,374037,324721,"OrderedDict({'rz': 176403, 'cx': 139264, 'sx': 57355, 'x': 1015})",3775,3731,"OrderedDict({'rz': 1628, 'sx': 1122, 'cx': 1013, 'reset': 10, 'x': 2})"
41,2,40,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
41,3,40,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
41,4,40,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
41,5,40,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
41,6,40,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
41,7,40,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
41,8,40,70997,58649,"OrderedDict({'rz': 33871, 'cx': 26624, 'sx': 10249, 'x': 253})",906,871,"OrderedDict({'rz': 381, 'sx': 270, 'cx': 247, 'reset': 8})"
41,9,40,164625,145005,"OrderedDict({'rz': 78097, 'cx': 61440, 'sx': 24586, 'x': 502})",2027,1988,"OrderedDict({'rz': 891, 'sx': 623, 'cx': 502, 'reset': 9, 'x': 2})"
41,10,40,374051,324721,"OrderedDict({'rz': 176417, 'cx': 139264, 'sx': 57355, 'x': 1015})",3645,3600,"OrderedDict({'rz': 1554, 'sx': 1067, 'cx': 1013, 'reset': 10, 'x': 1})"
42,2,41,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
42,3,41,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
42,4,41,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
42,5,41,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
42,6,41,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
42,7,41,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
42,8,41,70991,58649,"OrderedDict({'rz': 33865, 'cx': 26624, 'sx': 10249, 'x': 253})",954,919,"OrderedDict({'rz': 412, 'sx': 287, 'cx': 247, 'reset': 8})"
42,9,41,164609,145005,"OrderedDict({'rz': 78081, 'cx': 61440, 'sx': 24586, 'x': 502})",2182,2141,"OrderedDict({'rz': 987, 'sx': 684, 'cx': 502, 'reset': 9})"
42,10,41,374025,324718,"OrderedDict({'rz': 176399, 'cx': 139264, 'sx': 57347, 'x': 1015})",5086,5040,"OrderedDict({'rz': 2415, 'sx': 1646, 'cx': 1013, 'reset': 10, 'x': 2})"
43,2,42,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
43,3,42,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
43,4,42,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
43,5,42,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
43,6,42,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
43,7,42,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",497,466,"OrderedDict({'rz': 215, 'sx': 155, 'cx': 120, 'reset': 7})"
43,8,42,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",1064,1028,"OrderedDict({'rz': 476, 'sx': 333, 'cx': 247, 'reset': 8})"
43,9,42,164615,145005,"OrderedDict({'rz': 78087, 'cx': 61440, 'sx': 24586, 'x': 502})",2052,2011,"OrderedDict({'rz': 914, 'sx': 626, 'cx': 502, 'reset': 9, 'x': 1})"
43,10,42,374045,324721,"OrderedDict({'rz': 176411, 'cx': 139264, 'sx': 57355, 'x': 1015})",4201,4155,"OrderedDict({'rz': 1876, 'sx': 1292, 'cx': 1013, 'reset': 10, 'x': 10})"
44,2,43,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
44,3,43,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
44,4,43,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
44,5,43,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
44,6,43,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
44,7,43,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",458,428,"OrderedDict({'rz': 191, 'sx': 140, 'cx': 120, 'reset': 7})"
44,8,43,70999,58649,"OrderedDict({'rz': 33873, 'cx': 26624, 'sx': 10249, 'x': 253})",978,943,"OrderedDict({'rz': 426, 'sx': 297, 'cx': 247, 'reset': 8})"
44,9,43,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",1932,1892,"OrderedDict({'rz': 840, 'sx': 579, 'cx': 502, 'reset': 9, 'x': 2})"
44,10,43,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",3882,3838,"OrderedDict({'rz': 1695, 'sx': 1158, 'cx': 1013, 'reset': 10, 'x': 6})"
45,2,44,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
45,3,44,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
45,4,44,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
45,5,44,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
45,6,44,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
45,7,44,25645,22930,"OrderedDict({'rz': 12192, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
45,8,44,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",906,871,"OrderedDict({'rz': 378, 'sx': 270, 'cx': 247, 'reset': 8, 'x': 3})"
45,9,44,164611,145005,"OrderedDict({'rz': 78083, 'cx': 61440, 'sx': 24586, 'x': 502})",2102,2060,"OrderedDict({'rz': 942, 'sx': 648, 'cx': 502, 'reset': 9, 'x': 1})"
45,10,44,374047,324721,"OrderedDict({'rz': 176413, 'cx': 139264, 'sx': 57355, 'x': 1015})",4007,3962,"OrderedDict({'rz': 1776, 'sx': 1206, 'cx': 1013, 'reset': 10, 'x': 2})"
46,2,45,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
46,3,45,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
46,4,45,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
46,5,45,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
46,6,45,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
46,7,45,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",479,448,"OrderedDict({'rz': 205, 'sx': 147, 'cx': 120, 'reset': 7})"
46,8,45,70989,58649,"OrderedDict({'rz': 33863, 'cx': 26624, 'sx': 10249, 'x': 253})",910,875,"OrderedDict({'rz': 385, 'sx': 270, 'cx': 247, 'reset': 8})"
46,9,45,164607,145005,"OrderedDict({'rz': 78079, 'cx': 61440, 'sx': 24586, 'x': 502})",2388,2345,"OrderedDict({'rz': 1116, 'sx': 760, 'cx': 502, 'reset': 9, 'x': 1})"
46,10,45,374035,324721,"OrderedDict({'rz': 176401, 'cx': 139264, 'sx': 57355, 'x': 1015})",4938,4891,"OrderedDict({'rz': 2322, 'sx': 1592, 'cx': 1013, 'reset': 10, 'x': 1})"
47,2,46,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
47,3,46,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
47,4,46,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
47,5,46,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",119,99,"OrderedDict({'rz': 48, 'sx': 40, 'cx': 26, 'reset': 5})"
47,6,46,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
47,7,46,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",503,473,"OrderedDict({'rz': 219, 'sx': 157, 'cx': 120, 'reset': 7})"
47,8,46,70999,58649,"OrderedDict({'rz': 33873, 'cx': 26624, 'sx': 10249, 'x': 253})",986,950,"OrderedDict({'rz': 430, 'sx': 301, 'cx': 247, 'reset': 8})"
47,9,46,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1962,1921,"OrderedDict({'rz': 860, 'sx': 591, 'cx': 502, 'reset': 9})"
47,10,46,374063,324721,"OrderedDict({'rz': 176429, 'cx': 139264, 'sx': 57355, 'x': 1015})",4821,4774,"OrderedDict({'rz': 2265, 'sx': 1532, 'cx': 1013, 'reset': 10, 'x': 1})"
48,2,47,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
48,3,47,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
48,4,47,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
48,5,47,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
48,6,47,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
48,7,47,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",503,473,"OrderedDict({'rz': 217, 'sx': 158, 'cx': 120, 'reset': 7, 'x': 1})"
48,8,47,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",902,868,"OrderedDict({'rz': 379, 'sx': 268, 'cx': 247, 'reset': 8})"
48,9,47,164619,145005,"OrderedDict({'rz': 78091, 'cx': 61440, 'sx': 24586, 'x': 502})",1956,1916,"OrderedDict({'rz': 851, 'sx': 594, 'cx': 502, 'reset': 9})"
48,10,47,374045,324721,"OrderedDict({'rz': 176411, 'cx': 139264, 'sx': 57355, 'x': 1015})",5150,5102,"OrderedDict({'rz': 2447, 'sx': 1668, 'cx': 1013, 'x': 12, 'reset': 10})"
49,2,48,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
49,3,48,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
49,4,48,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
49,5,48,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
49,6,48,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
49,7,48,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",461,431,"OrderedDict({'rz': 194, 'sx': 140, 'cx': 120, 'reset': 7})"
49,8,48,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",1092,1056,"OrderedDict({'rz': 495, 'sx': 342, 'cx': 247, 'reset': 8})"
49,9,48,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2442,2401,"OrderedDict({'rz': 1147, 'sx': 783, 'cx': 502, 'reset': 9, 'x': 1})"
49,10,48,374043,324721,"OrderedDict({'rz': 176409, 'cx': 139264, 'sx': 57355, 'x': 1015})",3908,3863,"OrderedDict({'rz': 1704, 'sx': 1172, 'cx': 1013, 'reset': 10, 'x': 9})"
50,2,49,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
50,3,49,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
50,4,49,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
50,5,49,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",116,97,"OrderedDict({'rz': 47, 'sx': 38, 'cx': 26, 'reset': 5})"
50,6,49,6551,4941,"OrderedDict({'rz': 3148, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
50,7,49,25644,22930,"OrderedDict({'rz': 12191, 'cx': 10240, 'sx': 3080, 'x': 133})",537,506,"OrderedDict({'rz': 239, 'sx': 171, 'cx': 120, 'reset': 7})"
50,8,49,70995,58649,"OrderedDict({'rz': 33869, 'cx': 26624, 'sx': 10249, 'x': 253})",912,877,"OrderedDict({'rz': 387, 'sx': 270, 'cx': 247, 'reset': 8})"
50,9,49,164617,145005,"OrderedDict({'rz': 78089, 'cx': 61440, 'sx': 24586, 'x': 502})",2121,2080,"OrderedDict({'rz': 953, 'sx': 656, 'cx': 502, 'reset': 9, 'x': 1})"
50,10,49,374057,324721,"OrderedDict({'rz': 176423, 'cx': 139264, 'sx': 57355, 'x': 1015})",4248,4202,"OrderedDict({'rz': 1919, 'sx': 1304, 'cx': 1013, 'reset': 10, 'x': 2})"
51,2,50,138,123,"OrderedDict({'rz': 52, 'sx': 50, 'cx': 32, 'x': 4})",15,10,"OrderedDict({'rz': 6, 'sx': 6, 'reset': 2, 'cx': 1})"
51,3,50,626,563,"OrderedDict({'rz': 230, 'sx': 227, 'cx': 160, 'x': 9})",31,21,"OrderedDict({'rz': 12, 'sx': 12, 'cx': 4, 'reset': 3})"
51,4,50,992,707,"OrderedDict({'rz': 457, 'cx': 384, 'sx': 133, 'x': 18})",62,47,"OrderedDict({'rz': 25, 'sx': 22, 'cx': 11, 'reset': 4})"
51,5,50,3058,1996,"OrderedDict({'rz': 1481, 'cx': 1280, 'sx': 262, 'x': 35})",120,100,"OrderedDict({'rz': 49, 'sx': 40, 'cx': 26, 'reset': 5})"
51,6,50,6550,4940,"OrderedDict({'rz': 3147, 'cx': 2816, 'sx': 519, 'x': 68})",235,210,"OrderedDict({'rz': 98, 'sx': 74, 'cx': 57, 'reset': 6})"
51,7,50,25643,22930,"OrderedDict({'rz': 12190, 'cx': 10240, 'sx': 3080, 'x': 133})",499,468,"OrderedDict({'rz': 217, 'sx': 155, 'cx': 120, 'reset': 7})"
51,8,50,70993,58649,"OrderedDict({'rz': 33867, 'cx': 26624, 'sx': 10249, 'x': 253})",912,877,"OrderedDict({'rz': 387, 'sx': 270, 'cx': 247, 'reset': 8})"
51,9,50,164611,145005,"OrderedDict({'rz': 78083, 'cx': 61440, 'sx': 24586, 'x': 502})",2123,2082,"OrderedDict({'rz': 953, 'sx': 658, 'cx': 502, 'reset': 9, 'x': 1})"
51,10,50,374049,324721,"OrderedDict({'rz': 176415, 'cx': 139264, 'sx': 57355, 'x': 1015})",3816,3772,"OrderedDict({'rz': 1642, 'sx': 1140, 'cx': 1013, 'x': 11, 'reset': 10})"
